On-time Graduation Rate,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Subgroup,Cohort,Graduation Count,Virginia On-Time Graduation Rate,Completer Count,Completion Rate
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Economically Disadvantaged,138,120,87,125,90.6
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,English Learners,46,34,73.9,34,73.9
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Female,214,201,93.9,207,96.7
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Foster Care,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Hispanic,71,58,81.7,61,85.9
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Homeless,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Male,238,212,89.1,222,93.3
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Military Connected,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Multiple Races,23,22,95.7,22,95.7
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Native Hawaiian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,Students with Disabilities,61,49,80.3,56,91.8
2023,SCH,Henrico County Public Schools,Douglas S. Freeman High,White,268,248,92.5,259,96.6
2023,SCH,Henrico County Public Schools,Glen Allen High,All Students,496,475,95.8,477,96.2
2023,SCH,Henrico County Public Schools,Glen Allen High,American Indian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Glen Allen High,Asian,80,76,95,77,96.3
2023,SCH,Henrico County Public Schools,Glen Allen High,Black,73,67,91.8,67,91.8
2023,SCH,Henrico County Public Schools,Glen Allen High,Economically Disadvantaged,130,117,90,118,90.8
2023,SCH,Henrico County Public Schools,Glen Allen High,English Learners,24,21,87.5,21,87.5
2023,SCH,Henrico County Public Schools,Glen Allen High,Female,257,247,96.1,247,96.1
2023,SCH,Henrico County Public Schools,Glen Allen High,Foster Care,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Glen Allen High,Hispanic,47,44,93.6,44,93.6
2023,SCH,Henrico County Public Schools,Glen Allen High,Homeless,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Glen Allen High,Male,239,228,95.4,230,96.2
2023,SCH,Henrico County Public Schools,Glen Allen High,Military Connected,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Glen Allen High,Multiple Races,30,28,93.3,28,93.3
2023,SCH,Henrico County Public Schools,Glen Allen High,Students with Disabilities,40,38,95,38,95
2023,SCH,Henrico County Public Schools,Glen Allen High,White,265,259,97.7,260,98.1
2023,SCH,Henrico County Public Schools,Henrico High,All Students,379,335,88.4,338,89.2
2023,SCH,Henrico County Public Schools,Henrico High,Asian,28,27,96.4,27,96.4
2023,SCH,Henrico County Public Schools,Henrico High,Black,274,238,86.9,241,88
2023,SCH,Henrico County Public Schools,Henrico High,Economically Disadvantaged,216,182,84.3,185,85.6
2023,SCH,Henrico County Public Schools,Henrico High,English Learners,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Henrico High,Female,208,195,93.8,197,94.7
2023,SCH,Henrico County Public Schools,Henrico High,Foster Care,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Henrico High,Hispanic,25,21,84,21,84
2023,SCH,Henrico County Public Schools,Henrico High,Homeless,13,13,100,13,100
2023,SCH,Henrico County Public Schools,Henrico High,Male,171,140,81.9,141,82.5
2023,SCH,Henrico County Public Schools,Henrico High,Military Connected,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Henrico High,Multiple Races,15,14,93.3,14,93.3
2023,SCH,Henrico County Public Schools,Henrico High,Students with Disabilities,54,43,79.6,43,79.6
2023,SCH,Henrico County Public Schools,Henrico High,White,37,35,94.6,35,94.6
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,All Students,73,67,91.8,67,91.8
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Asian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Black,35,31,88.6,31,88.6
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Economically Disadvantaged,42,37,88.1,37,88.1
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,English Learners,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Female,50,47,94,47,94
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Hispanic,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Homeless,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Male,23,20,87,20,87
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Military Connected,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Multiple Races,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,Students with Disabilities,15,14,93.3,14,93.3
2023,SCH,Henrico County Public Schools,Henrico Virtual Academy,White,24,23,95.8,23,95.8
2023,SCH,Henrico County Public Schools,Hermitage High,All Students,445,367,82.5,371,83.4
2023,SCH,Henrico County Public Schools,Hermitage High,American Indian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Hermitage High,Asian,26,24,92.3,24,92.3
2023,SCH,Henrico County Public Schools,Hermitage High,Black,190,162,85.3,162,85.3
2023,SCH,Henrico County Public Schools,Hermitage High,Economically Disadvantaged,248,193,77.8,195,78.6
2023,SCH,Henrico County Public Schools,Hermitage High,English Learners,64,46,71.9,46,71.9
2023,SCH,Henrico County Public Schools,Hermitage High,Female,200,169,84.5,171,85.5
2023,SCH,Henrico County Public Schools,Hermitage High,Foster Care,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Hermitage High,Hispanic,105,77,73.3,78,74.3
2023,SCH,Henrico County Public Schools,Hermitage High,Homeless,14,9,64.3,9,64.3
2023,SCH,Henrico County Public Schools,Hermitage High,Male,245,198,80.8,200,81.6
2023,SCH,Henrico County Public Schools,Hermitage High,Military Connected,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Hermitage High,Multiple Races,22,17,77.3,18,81.8
2023,SCH,Henrico County Public Schools,Hermitage High,Students with Disabilities,74,51,68.9,52,70.3
2023,SCH,Henrico County Public Schools,Hermitage High,White,101,86,85.1,88,87.1
2023,SCH,Henrico County Public Schools,Highland Springs High,All Students,522,461,88.3,467,89.5
2023,SCH,Henrico County Public Schools,Highland Springs High,American Indian,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Highland Springs High,Asian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Highland Springs High,Black,412,374,90.8,376,91.3
2023,SCH,Henrico County Public Schools,Highland Springs High,Economically Disadvantaged,315,274,87,278,88.3
2023,SCH,Henrico County Public Schools,Highland Springs High,English Learners,16,8,50,8,50
2023,SCH,Henrico County Public Schools,Highland Springs High,Female,245,228,93.1,232,94.7
2023,SCH,Henrico County Public Schools,Highland Springs High,Foster Care,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Highland Springs High,Hispanic,36,24,66.7,25,69.4
2023,SCH,Henrico County Public Schools,Highland Springs High,Homeless,16,11,68.8,13,81.3
2023,SCH,Henrico County Public Schools,Highland Springs High,Male,277,233,84.1,235,84.8
2023,SCH,Henrico County Public Schools,Highland Springs High,Military Connected,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Highland Springs High,Multiple Races,22,19,86.4,20,90.9
2023,SCH,Henrico County Public Schools,Highland Springs High,Native Hawaiian,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Highland Springs High,Students with Disabilities,59,50,84.7,50,84.7
2023,SCH,Henrico County Public Schools,Highland Springs High,White,43,38,88.4,39,90.7
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,All Students,496,428,86.3,435,87.7
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,American Indian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Asian,75,69,92,71,94.7
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Black,122,110,90.2,110,90.2
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Economically Disadvantaged,227,185,81.5,188,82.8
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,English Learners,77,49,63.6,49,63.6
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Female,256,234,91.4,235,91.8
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Foster Care,<,<,<,<,<
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Hispanic,123,95,77.2,96,78
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Homeless,<,<,<,<,<
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Male,240,194,80.8,200,83.3
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Military Connected,<,<,100,<,100
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Multiple Races,29,23,79.3,24,82.8
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Native Hawaiian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,Students with Disabilities,61,50,82,53,86.9
2023,SCH,Henrico County Public Schools,John Randolph Tucker High,White,145,129,89,132,91
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,All Students,438,416,95,419,95.7
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Asian,59,59,100,59,100
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Black,42,39,92.9,39,92.9
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Economically Disadvantaged,95,80,84.2,81,85.3
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,English Learners,20,16,80,16,80
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Female,197,192,97.5,193,98
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Hispanic,32,24,75,24,75
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Homeless,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Male,241,224,92.9,226,93.8
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Military Connected,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Multiple Races,19,19,100,19,100
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Native Hawaiian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,Students with Disabilities,58,52,89.7,53,91.4
2023,SCH,Henrico County Public Schools,Mills E. Godwin High,White,285,274,96.1,277,97.2
2023,SCH,Henrico County Public Schools,Varina High,All Students,376,337,89.6,339,90.2
2023,SCH,Henrico County Public Schools,Varina High,American Indian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Varina High,Asian,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Varina High,Black,270,244,90.4,244,90.4
2023,SCH,Henrico County Public Schools,Varina High,Economically Disadvantaged,220,189,85.9,191,86.8
2023,SCH,Henrico County Public Schools,Varina High,English Learners,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Varina High,Female,165,153,92.7,153,92.7
2023,SCH,Henrico County Public Schools,Varina High,Foster Care,<,<,<,<,<
2023,SCH,Henrico County Public Schools,Varina High,Hispanic,25,22,88,22,88
2023,SCH,Henrico County Public Schools,Varina High,Homeless,15,11,73.3,11,73.3
2023,SCH,Henrico County Public Schools,Varina High,Male,211,184,87.2,186,88.2
2023,SCH,Henrico County Public Schools,Varina High,Military Connected,<,<,100,<,100
2023,SCH,Henrico County Public Schools,Varina High,Multiple Races,17,15,88.2,15,88.2
2023,SCH,Henrico County Public Schools,Varina High,Students with Disabilities,80,72,90,72,90
2023,SCH,Henrico County Public Schools,Varina High,White,61,53,86.9,55,90.2
2023,SCH,Henry County Public Schools,Bassett High,All Students,286,239,83.6,246,86
2023,SCH,Henry County Public Schools,Bassett High,Asian,<,<,100,<,100
2023,SCH,Henry County Public Schools,Bassett High,Black,52,46,88.5,46,88.5
2023,SCH,Henry County Public Schools,Bassett High,Economically Disadvantaged,200,159,79.5,165,82.5
2023,SCH,Henry County Public Schools,Bassett High,English Learners,11,6,54.5,6,54.5
2023,SCH,Henry County Public Schools,Bassett High,Female,145,126,86.9,129,89
2023,SCH,Henry County Public Schools,Bassett High,Foster Care,<,<,100,<,100
2023,SCH,Henry County Public Schools,Bassett High,Hispanic,62,49,79,50,80.6
2023,SCH,Henry County Public Schools,Bassett High,Homeless,<,<,<,<,<
2023,SCH,Henry County Public Schools,Bassett High,Male,141,113,80.1,117,83
2023,SCH,Henry County Public Schools,Bassett High,Military Connected,<,<,100,<,100
2023,SCH,Henry County Public Schools,Bassett High,Multiple Races,22,18,81.8,19,86.4
2023,SCH,Henry County Public Schools,Bassett High,Students with Disabilities,44,37,84.1,39,88.6
2023,SCH,Henry County Public Schools,Bassett High,White,149,125,83.9,130,87.2
2023,SCH,Henry County Public Schools,Magna Vista High,All Students,274,230,83.9,234,85.4
2023,SCH,Henry County Public Schools,Magna Vista High,American Indian,<,<,100,<,100
2023,SCH,Henry County Public Schools,Magna Vista High,Asian,<,<,100,<,100
2023,SCH,Henry County Public Schools,Magna Vista High,Black,77,64,83.1,65,84.4
2023,SCH,Henry County Public Schools,Magna Vista High,Economically Disadvantaged,161,123,76.4,127,78.9
2023,SCH,Henry County Public Schools,Magna Vista High,English Learners,<,<,100,<,100
2023,SCH,Henry County Public Schools,Magna Vista High,Female,125,114,91.2,114,91.2
2023,SCH,Henry County Public Schools,Magna Vista High,Foster Care,<,<,100,<,100
2023,SCH,Henry County Public Schools,Magna Vista High,Hispanic,41,34,82.9,34,82.9
2023,SCH,Henry County Public Schools,Magna Vista High,Homeless,<,<,<,<,<
2023,SCH,Henry County Public Schools,Magna Vista High,Male,149,116,77.9,120,80.5
2023,SCH,Henry County Public Schools,Magna Vista High,Military Connected,<,<,100,<,100
2023,SCH,Henry County Public Schools,Magna Vista High,Multiple Races,14,11,78.6,11,78.6
2023,SCH,Henry County Public Schools,Magna Vista High,Students with Disabilities,43,36,83.7,36,83.7
2023,SCH,Henry County Public Schools,Magna Vista High,White,139,118,84.9,121,87.1
2023,SCH,Highland County Public Schools,Highland High,All Students,10,10,100,10,100
2023,SCH,Highland County Public Schools,Highland High,Economically Disadvantaged,<,<,100,<,100
2023,SCH,Highland County Public Schools,Highland High,Female,<,<,100,<,100
2023,SCH,Highland County Public Schools,Highland High,Male,<,<,100,<,100
2023,SCH,Highland County Public Schools,Highland High,Students with Disabilities,<,<,100,<,100
2023,SCH,Highland County Public Schools,Highland High,White,10,10,100,10,100
2023,SCH,Hopewell City Public Schools,Hopewell High,All Students,267,254,95.1,254,95.1
2023,SCH,Hopewell City Public Schools,Hopewell High,American Indian,<,<,100,<,100
2023,SCH,Hopewell City Public Schools,Hopewell High,Asian,<,<,100,<,100
2023,SCH,Hopewell City Public Schools,Hopewell High,Black,167,158,94.6,158,94.6
2023,SCH,Hopewell City Public Schools,Hopewell High,Economically Disadvantaged,190,178,93.7,178,93.7
2023,SCH,Hopewell City Public Schools,Hopewell High,English Learners,12,12,100,12,100
2023,SCH,Hopewell City Public Schools,Hopewell High,Female,133,131,98.5,131,98.5
2023,SCH,Hopewell City Public Schools,Hopewell High,Foster Care,<,<,100,<,100
2023,SCH,Hopewell City Public Schools,Hopewell High,Hispanic,34,33,97.1,33,97.1
2023,SCH,Hopewell City Public Schools,Hopewell High,Homeless,<,<,100,<,100
2023,SCH,Hopewell City Public Schools,Hopewell High,Male,134,123,91.8,123,91.8
2023,SCH,Hopewell City Public Schools,Hopewell High,Military Connected,<,<,100,<,100
2023,SCH,Hopewell City Public Schools,Hopewell High,Multiple Races,<,<,100,<,100
2023,SCH,Hopewell City Public Schools,Hopewell High,Students with Disabilities,34,32,94.1,32,94.1
2023,SCH,Hopewell City Public Schools,Hopewell High,White,59,56,94.9,56,94.9
2023,SCH,Isle of Wight County Public Schools,Smithfield High,All Students,316,295,93.4,297,94
2023,SCH,Isle of Wight County Public Schools,Smithfield High,American Indian,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Asian,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Black,98,87,88.8,88,89.8
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Economically Disadvantaged,111,96,86.5,98,88.3
2023,SCH,Isle of Wight County Public Schools,Smithfield High,English Learners,<,<,<,<,<
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Female,156,150,96.2,151,96.8
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Foster Care,<,<,<,<,<
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Hispanic,21,21,100,21,100
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Male,160,145,90.6,146,91.3
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Military Connected,16,15,93.8,15,93.8
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Multiple Races,22,22,100,22,100
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Native Hawaiian,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Smithfield High,Students with Disabilities,48,40,83.3,40,83.3
2023,SCH,Isle of Wight County Public Schools,Smithfield High,White,169,159,94.1,160,94.7
2023,SCH,Isle of Wight County Public Schools,Windsor High,All Students,131,119,90.8,120,91.6
2023,SCH,Isle of Wight County Public Schools,Windsor High,Asian,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Windsor High,Black,25,22,88,22,88
2023,SCH,Isle of Wight County Public Schools,Windsor High,Economically Disadvantaged,55,48,87.3,48,87.3
2023,SCH,Isle of Wight County Public Schools,Windsor High,Female,67,61,91,62,92.5
2023,SCH,Isle of Wight County Public Schools,Windsor High,Hispanic,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Windsor High,Homeless,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Windsor High,Male,64,58,90.6,58,90.6
2023,SCH,Isle of Wight County Public Schools,Windsor High,Military Connected,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Windsor High,Multiple Races,<,<,100,<,100
2023,SCH,Isle of Wight County Public Schools,Windsor High,Native Hawaiian,<,<,<,<,<
2023,SCH,Isle of Wight County Public Schools,Windsor High,Students with Disabilities,10,8,80,8,80
2023,SCH,Isle of Wight County Public Schools,Windsor High,White,91,83,91.2,84,92.3
2023,SCH,King George County Public Schools,King George High,All Students,356,324,91,325,91.3
2023,SCH,King George County Public Schools,King George High,American Indian,<,<,100,<,100
2023,SCH,King George County Public Schools,King George High,Asian,<,<,100,<,100
2023,SCH,King George County Public Schools,King George High,Black,60,53,88.3,53,88.3
2023,SCH,King George County Public Schools,King George High,Economically Disadvantaged,121,103,85.1,104,86
2023,SCH,King George County Public Schools,King George High,English Learners,<,<,<,<,<
2023,SCH,King George County Public Schools,King George High,Female,173,161,93.1,162,93.6
2023,SCH,King George County Public Schools,King George High,Hispanic,38,36,94.7,36,94.7
2023,SCH,King George County Public Schools,King George High,Homeless,<,<,<,<,<
2023,SCH,King George County Public Schools,King George High,Male,183,163,89.1,163,89.1
2023,SCH,King George County Public Schools,King George High,Military Connected,32,29,90.6,29,90.6
2023,SCH,King George County Public Schools,King George High,Multiple Races,35,34,97.1,34,97.1
2023,SCH,King George County Public Schools,King George High,Students with Disabilities,34,28,82.4,28,82.4
2023,SCH,King George County Public Schools,King George High,White,217,195,89.9,196,90.3
2023,SCH,King William County Public Schools,King William High,All Students,150,141,94,141,94
2023,SCH,King William County Public Schools,King William High,American Indian,<,<,100,<,100
2023,SCH,King William County Public Schools,King William High,Black,19,17,89.5,17,89.5
2023,SCH,King William County Public Schools,King William High,Economically Disadvantaged,49,43,87.8,43,87.8
2023,SCH,King William County Public Schools,King William High,English Learners,<,<,100,<,100
2023,SCH,King William County Public Schools,King William High,Female,78,75,96.2,75,96.2
2023,SCH,King William County Public Schools,King William High,Hispanic,<,<,100,<,100
2023,SCH,King William County Public Schools,King William High,Male,72,66,91.7,66,91.7
2023,SCH,King William County Public Schools,King William High,Military Connected,<,<,100,<,100
2023,SCH,King William County Public Schools,King William High,Multiple Races,<,<,<,<,<
2023,SCH,King William County Public Schools,King William High,Students with Disabilities,25,21,84,21,84
2023,SCH,King William County Public Schools,King William High,White,117,112,95.7,112,95.7
2023,SCH,King and Queen County Public Schools,Central High,All Students,34,29,85.3,30,88.2
2023,SCH,King and Queen County Public Schools,Central High,Asian,<,<,100,<,100
2023,SCH,King and Queen County Public Schools,Central High,Black,<,<,100,<,100
2023,SCH,King and Queen County Public Schools,Central High,Economically Disadvantaged,18,14,77.8,15,83.3
2023,SCH,King and Queen County Public Schools,Central High,English Learners,<,<,100,<,100
2023,SCH,King and Queen County Public Schools,Central High,Female,18,17,94.4,17,94.4
2023,SCH,King and Queen County Public Schools,Central High,Hispanic,<,<,100,<,100
2023,SCH,King and Queen County Public Schools,Central High,Male,16,12,75,13,81.3
2023,SCH,King and Queen County Public Schools,Central High,Multiple Races,<,<,100,<,100
2023,SCH,King and Queen County Public Schools,Central High,Students with Disabilities,<,<,<,<,<
2023,SCH,King and Queen County Public Schools,Central High,White,18,13,72.2,14,77.8
2023,SCH,Lancaster County Public Schools,Lancaster High,All Students,78,71,91,71,91
2023,SCH,Lancaster County Public Schools,Lancaster High,Black,35,30,85.7,30,85.7
2023,SCH,Lancaster County Public Schools,Lancaster High,Economically Disadvantaged,42,37,88.1,37,88.1
2023,SCH,Lancaster County Public Schools,Lancaster High,Female,28,24,85.7,24,85.7
2023,SCH,Lancaster County Public Schools,Lancaster High,Hispanic,<,<,100,<,100
2023,SCH,Lancaster County Public Schools,Lancaster High,Homeless,<,<,100,<,100
2023,SCH,Lancaster County Public Schools,Lancaster High,Male,50,47,94,47,94
2023,SCH,Lancaster County Public Schools,Lancaster High,Multiple Races,<,<,100,<,100
2023,SCH,Lancaster County Public Schools,Lancaster High,Students with Disabilities,12,11,91.7,11,91.7
2023,SCH,Lancaster County Public Schools,Lancaster High,White,37,35,94.6,35,94.6
2023,SCH,Lee County Public Schools,Lee High,All Students,142,123,86.6,127,89.4
2023,SCH,Lee County Public Schools,Lee High,Asian,<,<,100,<,100
2023,SCH,Lee County Public Schools,Lee High,Black,<,<,100,<,100
2023,SCH,Lee County Public Schools,Lee High,Economically Disadvantaged,103,85,82.5,88,85.4
2023,SCH,Lee County Public Schools,Lee High,English Learners,<,<,100,<,100
2023,SCH,Lee County Public Schools,Lee High,Female,74,68,91.9,70,94.6
2023,SCH,Lee County Public Schools,Lee High,Foster Care,<,<,100,<,100
2023,SCH,Lee County Public Schools,Lee High,Hispanic,<,<,100,<,100
2023,SCH,Lee County Public Schools,Lee High,Homeless,<,<,<,<,<
2023,SCH,Lee County Public Schools,Lee High,Male,68,55,80.9,57,83.8
2023,SCH,Lee County Public Schools,Lee High,Multiple Races,<,<,<,<,<
2023,SCH,Lee County Public Schools,Lee High,Students with Disabilities,21,19,90.5,19,90.5
2023,SCH,Lee County Public Schools,Lee High,White,134,116,86.6,120,89.6
2023,SCH,Lee County Public Schools,Thomas Walker High,All Students,69,60,87,61,88.4
2023,SCH,Lee County Public Schools,Thomas Walker High,Black,<,<,100,<,100
2023,SCH,Lee County Public Schools,Thomas Walker High,Economically Disadvantaged,42,36,85.7,36,85.7
2023,SCH,Lee County Public Schools,Thomas Walker High,Female,34,30,88.2,30,88.2
2023,SCH,Lee County Public Schools,Thomas Walker High,Foster Care,<,<,100,<,100
2023,SCH,Lee County Public Schools,Thomas Walker High,Hispanic,<,<,<,<,<
2023,SCH,Lee County Public Schools,Thomas Walker High,Homeless,<,<,<,<,<
2023,SCH,Lee County Public Schools,Thomas Walker High,Male,35,30,85.7,31,88.6
2023,SCH,Lee County Public Schools,Thomas Walker High,Students with Disabilities,17,16,94.1,16,94.1
2023,SCH,Lee County Public Schools,Thomas Walker High,White,65,57,87.7,58,89.2
2023,SCH,Loudoun County Public Schools,Briar Woods High ,All Students,424,420,99.1,422,99.5
2023,SCH,Loudoun County Public Schools,Briar Woods High ,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Asian,142,141,99.3,141,99.3
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Black,28,26,92.9,28,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Economically Disadvantaged,49,48,98,49,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,English Learners,11,11,100,11,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Female,210,209,99.5,209,99.5
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Hispanic,29,29,100,29,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Homeless,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Male,214,211,98.6,213,99.5
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Multiple Races,25,25,100,25,100
2023,SCH,Loudoun County Public Schools,Briar Woods High ,Students with Disabilities,30,28,93.3,29,96.7
2023,SCH,Loudoun County Public Schools,Briar Woods High ,White,199,198,99.5,198,99.5
2023,SCH,Loudoun County Public Schools,Broad Run High,All Students,390,385,98.7,386,99
2023,SCH,Loudoun County Public Schools,Broad Run High,Asian,84,83,98.8,83,98.8
2023,SCH,Loudoun County Public Schools,Broad Run High,Black,44,44,100,44,100
2023,SCH,Loudoun County Public Schools,Broad Run High,Economically Disadvantaged,83,81,97.6,81,97.6
2023,SCH,Loudoun County Public Schools,Broad Run High,English Learners,27,26,96.3,26,96.3
2023,SCH,Loudoun County Public Schools,Broad Run High,Female,202,198,98,199,98.5
2023,SCH,Loudoun County Public Schools,Broad Run High,Hispanic,64,62,96.9,62,96.9
2023,SCH,Loudoun County Public Schools,Broad Run High,Homeless,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Broad Run High,Male,188,187,99.5,187,99.5
2023,SCH,Loudoun County Public Schools,Broad Run High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Broad Run High,Multiple Races,29,29,100,29,100
2023,SCH,Loudoun County Public Schools,Broad Run High,Students with Disabilities,42,40,95.2,41,97.6
2023,SCH,Loudoun County Public Schools,Broad Run High,White,169,167,98.8,168,99.4
2023,SCH,Loudoun County Public Schools,Dominion High,All Students,332,305,91.9,305,91.9
2023,SCH,Loudoun County Public Schools,Dominion High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Dominion High,Asian,50,50,100,50,100
2023,SCH,Loudoun County Public Schools,Dominion High,Black,18,18,100,18,100
2023,SCH,Loudoun County Public Schools,Dominion High,Economically Disadvantaged,121,107,88.4,107,88.4
2023,SCH,Loudoun County Public Schools,Dominion High,English Learners,66,48,72.7,48,72.7
2023,SCH,Loudoun County Public Schools,Dominion High,Female,147,138,93.9,138,93.9
2023,SCH,Loudoun County Public Schools,Dominion High,Hispanic,126,103,81.7,103,81.7
2023,SCH,Loudoun County Public Schools,Dominion High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Dominion High,Male,185,167,90.3,167,90.3
2023,SCH,Loudoun County Public Schools,Dominion High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Dominion High,Multiple Races,11,11,100,11,100
2023,SCH,Loudoun County Public Schools,Dominion High,Students with Disabilities,42,38,90.5,38,90.5
2023,SCH,Loudoun County Public Schools,Dominion High,White,124,120,96.8,120,96.8
2023,SCH,Loudoun County Public Schools,Freedom High ,All Students,508,503,99,504,99.2
2023,SCH,Loudoun County Public Schools,Freedom High ,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Freedom High ,Asian,166,165,99.4,165,99.4
2023,SCH,Loudoun County Public Schools,Freedom High ,Black,32,32,100,32,100
