On-time Graduation Rate,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Subgroup,Cohort,Graduation Count,Virginia On-Time Graduation Rate,Completer Count,Completion Rate
2023,SCH,Loudoun County Public Schools,Freedom High ,Economically Disadvantaged,67,64,95.5,64,95.5
2023,SCH,Loudoun County Public Schools,Freedom High ,English Learners,18,16,88.9,16,88.9
2023,SCH,Loudoun County Public Schools,Freedom High ,Female,243,243,100,243,100
2023,SCH,Loudoun County Public Schools,Freedom High ,Hispanic,46,43,93.5,43,93.5
2023,SCH,Loudoun County Public Schools,Freedom High ,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Freedom High ,Male,265,260,98.1,261,98.5
2023,SCH,Loudoun County Public Schools,Freedom High ,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Freedom High ,Multiple Races,26,26,100,26,100
2023,SCH,Loudoun County Public Schools,Freedom High ,Students with Disabilities,38,37,97.4,37,97.4
2023,SCH,Loudoun County Public Schools,Freedom High ,White,237,236,99.6,237,100
2023,SCH,Loudoun County Public Schools,Heritage High,All Students,369,355,96.2,357,96.7
2023,SCH,Loudoun County Public Schools,Heritage High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Heritage High,Asian,62,62,100,62,100
2023,SCH,Loudoun County Public Schools,Heritage High,Black,22,22,100,22,100
2023,SCH,Loudoun County Public Schools,Heritage High,Economically Disadvantaged,94,88,93.6,89,94.7
2023,SCH,Loudoun County Public Schools,Heritage High,English Learners,48,40,83.3,40,83.3
2023,SCH,Loudoun County Public Schools,Heritage High,Female,174,169,97.1,170,97.7
2023,SCH,Loudoun County Public Schools,Heritage High,Hispanic,84,72,85.7,73,86.9
2023,SCH,Loudoun County Public Schools,Heritage High,Homeless,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Heritage High,Male,195,186,95.4,187,95.9
2023,SCH,Loudoun County Public Schools,Heritage High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Heritage High,Multiple Races,18,18,100,18,100
2023,SCH,Loudoun County Public Schools,Heritage High,Students with Disabilities,47,46,97.9,46,97.9
2023,SCH,Loudoun County Public Schools,Heritage High,White,182,180,98.9,181,99.5
2023,SCH,Loudoun County Public Schools,Independence High,All Students,496,493,99.4,494,99.6
2023,SCH,Loudoun County Public Schools,Independence High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Independence High,Asian,176,174,98.9,175,99.4
2023,SCH,Loudoun County Public Schools,Independence High,Black,40,40,100,40,100
2023,SCH,Loudoun County Public Schools,Independence High,Economically Disadvantaged,65,63,96.9,64,98.5
2023,SCH,Loudoun County Public Schools,Independence High,English Learners,16,14,87.5,15,93.8
2023,SCH,Loudoun County Public Schools,Independence High,Female,255,253,99.2,254,99.6
2023,SCH,Loudoun County Public Schools,Independence High,Hispanic,39,38,97.4,38,97.4
2023,SCH,Loudoun County Public Schools,Independence High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Independence High,Male,240,239,99.6,239,99.6
2023,SCH,Loudoun County Public Schools,Independence High,Military Connected,16,16,100,16,100
2023,SCH,Loudoun County Public Schools,Independence High,Multiple Races,30,30,100,30,100
2023,SCH,Loudoun County Public Schools,Independence High,Students with Disabilities,53,51,96.2,52,98.1
2023,SCH,Loudoun County Public Schools,Independence High,White,209,209,100,209,100
2023,SCH,Loudoun County Public Schools,John Champe High,All Students,390,384,98.5,387,99.2
2023,SCH,Loudoun County Public Schools,John Champe High,Asian,175,174,99.4,174,99.4
2023,SCH,Loudoun County Public Schools,John Champe High,Black,36,36,100,36,100
2023,SCH,Loudoun County Public Schools,John Champe High,Economically Disadvantaged,73,70,95.9,72,98.6
2023,SCH,Loudoun County Public Schools,John Champe High,English Learners,23,23,100,23,100
2023,SCH,Loudoun County Public Schools,John Champe High,Female,201,195,97,198,98.5
2023,SCH,Loudoun County Public Schools,John Champe High,Hispanic,41,38,92.7,40,97.6
2023,SCH,Loudoun County Public Schools,John Champe High,Homeless,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,John Champe High,Male,188,188,100,188,100
2023,SCH,Loudoun County Public Schools,John Champe High,Military Connected,12,12,100,12,100
2023,SCH,Loudoun County Public Schools,John Champe High,Multiple Races,20,20,100,20,100
2023,SCH,Loudoun County Public Schools,John Champe High,Native Hawaiian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,John Champe High,Students with Disabilities,27,25,92.6,26,96.3
2023,SCH,Loudoun County Public Schools,John Champe High,White,116,114,98.3,115,99.1
2023,SCH,Loudoun County Public Schools,Lightridge High,All Students,436,433,99.3,435,99.8
2023,SCH,Loudoun County Public Schools,Lightridge High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Lightridge High,Asian,163,163,100,163,100
2023,SCH,Loudoun County Public Schools,Lightridge High,Black,45,45,100,45,100
2023,SCH,Loudoun County Public Schools,Lightridge High,Economically Disadvantaged,46,45,97.8,46,100
2023,SCH,Loudoun County Public Schools,Lightridge High,English Learners,16,15,93.8,15,93.8
2023,SCH,Loudoun County Public Schools,Lightridge High,Female,228,227,99.6,228,100
2023,SCH,Loudoun County Public Schools,Lightridge High,Hispanic,47,46,97.9,46,97.9
2023,SCH,Loudoun County Public Schools,Lightridge High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Lightridge High,Male,208,206,99,207,99.5
2023,SCH,Loudoun County Public Schools,Lightridge High,Military Connected,10,10,100,10,100
2023,SCH,Loudoun County Public Schools,Lightridge High,Multiple Races,28,27,96.4,28,100
2023,SCH,Loudoun County Public Schools,Lightridge High,Native Hawaiian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Lightridge High,Students with Disabilities,31,30,96.8,31,100
2023,SCH,Loudoun County Public Schools,Lightridge High,White,151,150,99.3,151,100
2023,SCH,Loudoun County Public Schools,Loudoun County High,All Students,372,364,97.8,366,98.4
2023,SCH,Loudoun County Public Schools,Loudoun County High,American Indian,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Loudoun County High,Asian,24,23,95.8,23,95.8
2023,SCH,Loudoun County Public Schools,Loudoun County High,Black,19,17,89.5,18,94.7
2023,SCH,Loudoun County Public Schools,Loudoun County High,Economically Disadvantaged,81,73,90.1,75,92.6
2023,SCH,Loudoun County Public Schools,Loudoun County High,English Learners,19,15,78.9,16,84.2
2023,SCH,Loudoun County Public Schools,Loudoun County High,Female,175,172,98.3,174,99.4
2023,SCH,Loudoun County Public Schools,Loudoun County High,Hispanic,82,78,95.1,79,96.3
2023,SCH,Loudoun County Public Schools,Loudoun County High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Loudoun County High,Male,196,191,97.4,191,97.4
2023,SCH,Loudoun County Public Schools,Loudoun County High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Loudoun County High,Multiple Races,21,21,100,21,100
2023,SCH,Loudoun County Public Schools,Loudoun County High,Students with Disabilities,37,36,97.3,36,97.3
2023,SCH,Loudoun County Public Schools,Loudoun County High,White,223,223,100,223,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,All Students,294,290,98.6,292,99.3
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Asian,10,10,100,10,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Black,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Economically Disadvantaged,47,46,97.9,46,97.9
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,English Learners,14,12,85.7,12,85.7
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Female,131,128,97.7,129,98.5
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Hispanic,38,35,92.1,36,94.7
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Homeless,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Male,162,161,99.4,162,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Multiple Races,10,10,100,10,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,Students with Disabilities,45,45,100,45,100
2023,SCH,Loudoun County Public Schools,Loudoun Valley High,White,230,229,99.6,230,100
2023,SCH,Loudoun County Public Schools,Park View High,All Students,353,307,87,313,88.7
2023,SCH,Loudoun County Public Schools,Park View High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Park View High,Asian,34,34,100,34,100
2023,SCH,Loudoun County Public Schools,Park View High,Black,10,9,90,9,90
2023,SCH,Loudoun County Public Schools,Park View High,Economically Disadvantaged,205,180,87.8,186,90.7
2023,SCH,Loudoun County Public Schools,Park View High,English Learners,135,105,77.8,106,78.5
2023,SCH,Loudoun County Public Schools,Park View High,Female,154,138,89.6,140,90.9
2023,SCH,Loudoun County Public Schools,Park View High,Hispanic,265,223,84.2,227,85.7
2023,SCH,Loudoun County Public Schools,Park View High,Homeless,13,8,61.5,8,61.5
2023,SCH,Loudoun County Public Schools,Park View High,Male,197,169,85.8,173,87.8
2023,SCH,Loudoun County Public Schools,Park View High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Park View High,Multiple Races,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Park View High,Native Hawaiian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Park View High,Students with Disabilities,40,34,85,36,90
2023,SCH,Loudoun County Public Schools,Park View High,White,35,33,94.3,35,100
2023,SCH,Loudoun County Public Schools,Potomac Falls High,All Students,430,404,94,413,96
2023,SCH,Loudoun County Public Schools,Potomac Falls High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Asian,65,63,96.9,65,100
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Black,41,38,92.7,40,97.6
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Economically Disadvantaged,152,137,90.1,144,94.7
2023,SCH,Loudoun County Public Schools,Potomac Falls High,English Learners,49,31,63.3,38,77.6
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Female,221,207,93.7,211,95.5
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Foster Care,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Hispanic,113,97,85.8,101,89.4
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Male,209,197,94.3,202,96.7
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Multiple Races,26,24,92.3,24,92.3
2023,SCH,Loudoun County Public Schools,Potomac Falls High,Students with Disabilities,47,45,95.7,46,97.9
2023,SCH,Loudoun County Public Schools,Potomac Falls High,White,183,180,98.4,181,98.9
2023,SCH,Loudoun County Public Schools,Riverside High,All Students,424,417,98.3,423,99.8
2023,SCH,Loudoun County Public Schools,Riverside High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Riverside High,Asian,91,91,100,91,100
2023,SCH,Loudoun County Public Schools,Riverside High,Black,47,46,97.9,46,97.9
2023,SCH,Loudoun County Public Schools,Riverside High,Economically Disadvantaged,58,55,94.8,57,98.3
2023,SCH,Loudoun County Public Schools,Riverside High,English Learners,11,11,100,11,100
2023,SCH,Loudoun County Public Schools,Riverside High,Female,201,196,97.5,200,99.5
2023,SCH,Loudoun County Public Schools,Riverside High,Hispanic,43,43,100,43,100
2023,SCH,Loudoun County Public Schools,Riverside High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Riverside High,Male,223,221,99.1,223,100
2023,SCH,Loudoun County Public Schools,Riverside High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Riverside High,Multiple Races,28,26,92.9,28,100
2023,SCH,Loudoun County Public Schools,Riverside High,Students with Disabilities,32,30,93.8,32,100
2023,SCH,Loudoun County Public Schools,Riverside High,White,212,208,98.1,212,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,All Students,359,355,98.9,356,99.2
2023,SCH,Loudoun County Public Schools,Rock Ridge High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Asian,186,186,100,186,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Black,34,32,94.1,32,94.1
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Economically Disadvantaged,72,68,94.4,69,95.8
2023,SCH,Loudoun County Public Schools,Rock Ridge High,English Learners,23,21,91.3,22,95.7
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Female,172,171,99.4,172,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Hispanic,37,37,100,37,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Homeless,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Male,187,184,98.4,184,98.4
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Multiple Races,13,13,100,13,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Native Hawaiian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Rock Ridge High,Students with Disabilities,22,20,90.9,20,90.9
2023,SCH,Loudoun County Public Schools,Rock Ridge High,White,87,85,97.7,86,98.9
2023,SCH,Loudoun County Public Schools,Stone Bridge High,All Students,441,434,98.4,436,98.9
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Asian,90,89,98.9,89,98.9
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Black,27,27,100,27,100
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Economically Disadvantaged,54,52,96.3,53,98.1
2023,SCH,Loudoun County Public Schools,Stone Bridge High,English Learners,12,11,91.7,11,91.7
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Female,195,191,97.9,191,97.9
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Hispanic,50,49,98,49,98
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Male,245,242,98.8,244,99.6
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Multiple Races,34,34,100,34,100
2023,SCH,Loudoun County Public Schools,Stone Bridge High,Students with Disabilities,61,59,96.7,60,98.4
2023,SCH,Loudoun County Public Schools,Stone Bridge High,White,240,235,97.9,237,98.8
2023,SCH,Loudoun County Public Schools,Tuscarora High,All Students,368,348,94.6,349,94.8
2023,SCH,Loudoun County Public Schools,Tuscarora High,American Indian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Tuscarora High,Asian,22,22,100,22,100
2023,SCH,Loudoun County Public Schools,Tuscarora High,Black,32,31,96.9,31,96.9
2023,SCH,Loudoun County Public Schools,Tuscarora High,Economically Disadvantaged,112,97,86.6,97,86.6
2023,SCH,Loudoun County Public Schools,Tuscarora High,English Learners,45,30,66.7,30,66.7
2023,SCH,Loudoun County Public Schools,Tuscarora High,Female,173,166,96,166,96
2023,SCH,Loudoun County Public Schools,Tuscarora High,Hispanic,104,89,85.6,89,85.6
2023,SCH,Loudoun County Public Schools,Tuscarora High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,Tuscarora High,Male,193,180,93.3,181,93.8
2023,SCH,Loudoun County Public Schools,Tuscarora High,Military Connected,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Tuscarora High,Multiple Races,22,19,86.4,19,86.4
2023,SCH,Loudoun County Public Schools,Tuscarora High,Native Hawaiian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,Tuscarora High,Students with Disabilities,41,39,95.1,39,95.1
2023,SCH,Loudoun County Public Schools,Tuscarora High,White,186,185,99.5,186,100
2023,SCH,Loudoun County Public Schools,W.O. Robey High,All Students,28,24,85.7,26,92.9
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Asian,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Black,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Economically Disadvantaged,21,19,90.5,20,95.2
2023,SCH,Loudoun County Public Schools,W.O. Robey High,English Learners,23,19,82.6,21,91.3
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Female,13,10,76.9,12,92.3
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Hispanic,21,17,81,19,90.5
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Homeless,<,<,<,<,<
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Male,15,14,93.3,14,93.3
2023,SCH,Loudoun County Public Schools,W.O. Robey High,Multiple Races,<,<,100,<,100
2023,SCH,Loudoun County Public Schools,W.O. Robey High,White,<,<,100,<,100
