Provisionally Licensed,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Division,School,Level,Poverty Level,Special Education Percent,Provisional Percent,Title 1 Code,y,x10
2023 - 2024,Prince William County Public Schools,Occoquan Elementary,SCH,Medium Poverty,3.8,15.1,2,8,All Schools
2023 - 2024,Prince William County Public Schools,Occoquan Elementary,SCH,Medium Poverty,3.8,15.1,2,8,Title I
2023 - 2024,Prince William County Public Schools,Old Bridge Elementary,SCH,Low Poverty,2.5,5,1,2,All Schools
2023 - 2024,Prince William County Public Schools,Old Bridge Elementary,SCH,Low Poverty,2.5,5,1,2,Non-Title I
2023 - 2024,Prince William County Public Schools,Osbourn Park High,SCH,Medium Poverty,2.1,8.4,4,16,All Schools
2023 - 2024,Prince William County Public Schools,Osbourn Park High,SCH,Medium Poverty,2.1,8.4,4,16,Non-Title I
2023 - 2024,Prince William County Public Schools,Parkside Middle,SCH,Medium Poverty,7.3,15.6,7,15,All Schools
2023 - 2024,Prince William County Public Schools,Parkside Middle,SCH,Medium Poverty,7.3,15.6,7,15,Non-Title I
2023 - 2024,Prince William County Public Schools,Patriot High,SCH,Low Poverty,2.2,3.6,3,5,All Schools
2023 - 2024,Prince William County Public Schools,Patriot High,SCH,Low Poverty,2.2,3.6,3,5,Non-Title I
2023 - 2024,Prince William County Public Schools,Pennington Traditional,SCH,Low Poverty,2.2,10.9,1,5,All Schools
2023 - 2024,Prince William County Public Schools,Pennington Traditional,SCH,Low Poverty,2.2,10.9,1,5,Non-Title I
2023 - 2024,Prince William County Public Schools,Piney Branch Elementary,SCH,Low Poverty,0,5.5,0,3,All Schools
2023 - 2024,Prince William County Public Schools,Piney Branch Elementary,SCH,Low Poverty,0,5.5,0,3,Non-Title I
2023 - 2024,Prince William County Public Schools,Potomac High,SCH,Medium Poverty,2,11.5,3,17,All Schools
2023 - 2024,Prince William County Public Schools,Potomac High,SCH,Medium Poverty,2,11.5,3,17,Non-Title I
2023 - 2024,Prince William County Public Schools,Potomac Middle,SCH,Medium Poverty,5.1,15.2,4,12,All Schools
2023 - 2024,Prince William County Public Schools,Potomac Middle,SCH,Medium Poverty,5.1,15.2,4,12,Title I
2023 - 2024,Prince William County Public Schools,Potomac Shores Middle,SCH,Medium Poverty,2.4,7.1,2,6,All Schools
2023 - 2024,Prince William County Public Schools,Potomac Shores Middle,SCH,Medium Poverty,2.4,7.1,2,6,Non-Title I
2023 - 2024,Prince William County Public Schools,Potomac View Elementary,SCH,High Poverty,3.6,7.1,2,4,All Schools
2023 - 2024,Prince William County Public Schools,Potomac View Elementary,SCH,High Poverty,3.6,7.1,2,4,Title I
2023 - 2024,Prince William County Public Schools,R. Dean Kilby Elementary,SCH,High Poverty,6.3,17.2,4,11,All Schools
2023 - 2024,Prince William County Public Schools,R. Dean Kilby Elementary,SCH,High Poverty,6.3,17.2,4,11,Title I
2023 - 2024,Prince William County Public Schools,Rippon Middle,SCH,Medium Poverty,4.7,14.1,4,12,All Schools
2023 - 2024,Prince William County Public Schools,Rippon Middle,SCH,Medium Poverty,4.7,14.1,4,12,Title I
2023 - 2024,Prince William County Public Schools,River Oaks Elementary,SCH,Medium Poverty,3.4,8.6,2,5,All Schools
2023 - 2024,Prince William County Public Schools,River Oaks Elementary,SCH,Medium Poverty,3.4,8.6,2,5,Title I
2023 - 2024,Prince William County Public Schools,Rockledge Elementary,SCH,Medium Poverty,5,7.5,2,3,All Schools
2023 - 2024,Prince William County Public Schools,Rockledge Elementary,SCH,Medium Poverty,5,7.5,2,3,Title I
2023 - 2024,Prince William County Public Schools,Ronald Wilson Reagan Middle,SCH,Low Poverty,0,6.6,0,6,All Schools
2023 - 2024,Prince William County Public Schools,Ronald Wilson Reagan Middle,SCH,Low Poverty,0,6.6,0,6,Non-Title I
2023 - 2024,Prince William County Public Schools,Rosa Parks Elementary,SCH,Medium Poverty,0,6.3,0,3,All Schools
2023 - 2024,Prince William County Public Schools,Rosa Parks Elementary,SCH,Medium Poverty,0,6.3,0,3,Non-Title I
2023 - 2024,Prince William County Public Schools,Samuel L. Gravely Jr. Elementary,SCH,Low Poverty,1.9,1.9,1,1,All Schools
2023 - 2024,Prince William County Public Schools,Samuel L. Gravely Jr. Elementary,SCH,Low Poverty,1.9,1.9,1,1,Non-Title I
2023 - 2024,Prince William County Public Schools,Sharon C. McAuliffe Elementary,SCH,Medium Poverty,2.4,14.3,1,6,All Schools
2023 - 2024,Prince William County Public Schools,Sharon C. McAuliffe Elementary,SCH,Medium Poverty,2.4,14.3,1,6,Title I
2023 - 2024,Prince William County Public Schools,Signal Hill Elementary,SCH,Medium Poverty,3.6,10.7,2,6,All Schools
2023 - 2024,Prince William County Public Schools,Signal Hill Elementary,SCH,Medium Poverty,3.6,10.7,2,6,Non-Title I
2023 - 2024,Prince William County Public Schools,Sonnie Penn Elementary,SCH,Medium Poverty,7.4,16.7,4,9,All Schools
2023 - 2024,Prince William County Public Schools,Sonnie Penn Elementary,SCH,Medium Poverty,7.4,16.7,4,9,Non-Title I
2023 - 2024,Prince William County Public Schools,Springwoods Elementary,SCH,Medium Poverty,3.1,9.2,2,6,All Schools
2023 - 2024,Prince William County Public Schools,Springwoods Elementary,SCH,Medium Poverty,3.1,9.2,2,6,Non-Title I
2023 - 2024,Prince William County Public Schools,Stuart M. Beville Middle,SCH,Medium Poverty,1.1,8.5,1,8,All Schools
2023 - 2024,Prince William County Public Schools,Stuart M. Beville Middle,SCH,Medium Poverty,1.1,8.5,1,8,Title I
2023 - 2024,Prince William County Public Schools,Sudley Elementary,SCH,Medium Poverty,0,8.8,0,5,All Schools
2023 - 2024,Prince William County Public Schools,Sudley Elementary,SCH,Medium Poverty,0,8.8,0,5,Title I
2023 - 2024,Prince William County Public Schools,Suella G. Ellis Elementary,SCH,High Poverty,4.9,9.8,2,4,All Schools
2023 - 2024,Prince William County Public Schools,Suella G. Ellis Elementary,SCH,High Poverty,4.9,9.8,2,4,Title I
2023 - 2024,Prince William County Public Schools,Swans Creek Elementary,SCH,Medium Poverty,0,5.9,0,3,All Schools
2023 - 2024,Prince William County Public Schools,Swans Creek Elementary,SCH,Medium Poverty,0,5.9,0,3,Title I
2023 - 2024,Prince William County Public Schools,T. Clay Wood Elementary,SCH,Low Poverty,0,3.6,0,2,All Schools
2023 - 2024,Prince William County Public Schools,T. Clay Wood Elementary,SCH,Low Poverty,0,3.6,0,2,Non-Title I
2023 - 2024,Prince William County Public Schools,The Nokesville School,SCH,Low Poverty,2.3,17.4,2,15,All Schools
2023 - 2024,Prince William County Public Schools,The Nokesville School,SCH,Low Poverty,2.3,17.4,2,15,Non-Title I
2023 - 2024,Prince William County Public Schools,Thurgood Marshall Elementary,SCH,Low Poverty,6.5,8.7,3,4,All Schools
2023 - 2024,Prince William County Public Schools,Thurgood Marshall Elementary,SCH,Low Poverty,6.5,8.7,3,4,Non-Title I
2023 - 2024,Prince William County Public Schools,Triangle Elementary,SCH,Medium Poverty,1.5,4.4,1,3,All Schools
2023 - 2024,Prince William County Public Schools,Triangle Elementary,SCH,Medium Poverty,1.5,4.4,1,3,Title I
2023 - 2024,Prince William County Public Schools,Unity Braxton Middle ,SCH,Medium Poverty,4.6,16.1,4,14,All Schools
2023 - 2024,Prince William County Public Schools,Unity Braxton Middle ,SCH,Medium Poverty,4.6,16.1,4,14,Title I
2023 - 2024,Prince William County Public Schools,Unity Reed High,SCH,Medium Poverty,4.8,11.9,8,20,All Schools
2023 - 2024,Prince William County Public Schools,Unity Reed High,SCH,Medium Poverty,4.8,11.9,8,20,Title I
2023 - 2024,Prince William County Public Schools,Victory Elementary,SCH,Low Poverty,8.2,10.2,4,5,All Schools
2023 - 2024,Prince William County Public Schools,Victory Elementary,SCH,Low Poverty,8.2,10.2,4,5,Non-Title I
2023 - 2024,Prince William County Public Schools,West Gate Elementary,SCH,High Poverty,1.7,3.4,1,2,All Schools
2023 - 2024,Prince William County Public Schools,West Gate Elementary,SCH,High Poverty,1.7,3.4,1,2,Title I
2023 - 2024,Prince William County Public Schools,Westridge Elementary,SCH,Medium Poverty,6.3,14.6,3,7,All Schools
2023 - 2024,Prince William County Public Schools,Westridge Elementary,SCH,Medium Poverty,6.3,14.6,3,7,Non-Title I
2023 - 2024,Prince William County Public Schools,Woodbridge High,SCH,Medium Poverty,5.3,15.3,10,29,All Schools
2023 - 2024,Prince William County Public Schools,Woodbridge High,SCH,Medium Poverty,5.3,15.3,10,29,Non-Title I
2023 - 2024,Prince William County Public Schools,Woodbridge Middle,SCH,Medium Poverty,2.9,16.2,2,11,All Schools
2023 - 2024,Prince William County Public Schools,Woodbridge Middle,SCH,Medium Poverty,2.9,16.2,2,11,Title I
2023 - 2024,Prince William County Public Schools,Yorkshire Elementary,SCH,High Poverty,4.1,8.1,3,6,All Schools
2023 - 2024,Prince William County Public Schools,Yorkshire Elementary,SCH,High Poverty,4.1,8.1,3,6,Title I
2023 - 2024,Pulaski County Public Schools,Critzer Elementary,SCH,Medium Poverty,0,10.2,0,5,All Schools
2023 - 2024,Pulaski County Public Schools,Critzer Elementary,SCH,Medium Poverty,0,10.2,0,5,Title I
2023 - 2024,Pulaski County Public Schools,Pulaski County Middle,SCH,Medium Poverty,2.9,9.7,3,10,All Schools
2023 - 2024,Pulaski County Public Schools,Pulaski County Middle,SCH,Medium Poverty,2.9,9.7,3,10,Non-Title I
2023 - 2024,Pulaski County Public Schools,Pulaski County Senior High,SCH,Medium Poverty,1.1,2.9,2,5,All Schools
2023 - 2024,Pulaski County Public Schools,Pulaski County Senior High,SCH,Medium Poverty,1.1,2.9,2,5,Non-Title I
2023 - 2024,Pulaski County Public Schools,Pulaski Elementary ,SCH,Medium Poverty,0,3.5,0,2,All Schools
2023 - 2024,Pulaski County Public Schools,Pulaski Elementary ,SCH,Medium Poverty,0,3.5,0,2,Title I
2023 - 2024,Pulaski County Public Schools,Riverlawn Elementary,SCH,Medium Poverty,0,2.1,0,1,All Schools
2023 - 2024,Pulaski County Public Schools,Riverlawn Elementary,SCH,Medium Poverty,0,2.1,0,1,Title I
2023 - 2024,Pulaski County Public Schools,Snowville Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Pulaski County Public Schools,Snowville Elementary,SCH,Medium Poverty,0,0,0,0,Non-Title I
2023 - 2024,Radford City Public Schools,Belle Heth Elementary,SCH,Medium Poverty,3.7,3.7,2,2,All Schools
2023 - 2024,Radford City Public Schools,Belle Heth Elementary,SCH,Medium Poverty,3.7,3.7,2,2,Title I
2023 - 2024,Radford City Public Schools,John N. Dalton Intermediate,SCH,Medium Poverty,2.3,2.3,1,1,All Schools
2023 - 2024,Radford City Public Schools,John N. Dalton Intermediate,SCH,Medium Poverty,2.3,2.3,1,1,Non-Title I
2023 - 2024,Radford City Public Schools,McHarg Elementary,SCH,Medium Poverty,2.4,4.9,1,2,All Schools
2023 - 2024,Radford City Public Schools,McHarg Elementary,SCH,Medium Poverty,2.4,4.9,1,2,Title I
2023 - 2024,Radford City Public Schools,Radford High,SCH,Medium Poverty,2.4,4.8,2,4,All Schools
2023 - 2024,Radford City Public Schools,Radford High,SCH,Medium Poverty,2.4,4.8,2,4,Non-Title I
2023 - 2024,Rappahannock County Public Schools,Rappahannock County Elementary,SCH,Medium Poverty,0,9.8,0,4,All Schools
2023 - 2024,Rappahannock County Public Schools,Rappahannock County Elementary,SCH,Medium Poverty,0,9.8,0,4,Title I
2023 - 2024,Rappahannock County Public Schools,Rappahannock County High,SCH,Low Poverty,0,5.7,0,2,All Schools
2023 - 2024,Rappahannock County Public Schools,Rappahannock County High,SCH,Low Poverty,0,5.7,0,2,Non-Title I
2023 - 2024,Richmond City Public Schools,Albert Hill Middle,SCH,High Poverty,2.4,21.4,1,9,All Schools
2023 - 2024,Richmond City Public Schools,Albert Hill Middle,SCH,High Poverty,2.4,21.4,1,9,Title I
2023 - 2024,Richmond City Public Schools,Armstrong High ,SCH,High Poverty,3.4,13.8,2,8,All Schools
2023 - 2024,Richmond City Public Schools,Armstrong High ,SCH,High Poverty,3.4,13.8,2,8,Title I
2023 - 2024,Richmond City Public Schools,Barack Obama Elementary,SCH,High Poverty,0,8.3,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Barack Obama Elementary,SCH,High Poverty,0,8.3,0,2,Title I
2023 - 2024,Richmond City Public Schools,Bellevue Elementary,SCH,High Poverty,0,11.1,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Bellevue Elementary,SCH,High Poverty,0,11.1,0,2,Title I
2023 - 2024,Richmond City Public Schools,Blackwell Elementary,SCH,High Poverty,0,20.7,0,6,All Schools
2023 - 2024,Richmond City Public Schools,Blackwell Elementary,SCH,High Poverty,0,20.7,0,6,Title I
2023 - 2024,Richmond City Public Schools,Broad Rock Elementary,SCH,High Poverty,0,4.4,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Broad Rock Elementary,SCH,High Poverty,0,4.4,0,2,Title I
2023 - 2024,Richmond City Public Schools,Cardinal Elementary,SCH,High Poverty,0,9.3,0,5,All Schools
2023 - 2024,Richmond City Public Schools,Cardinal Elementary,SCH,High Poverty,0,9.3,0,5,Title I
2023 - 2024,Richmond City Public Schools,Chimborazo Elementary,SCH,High Poverty,4,8,1,2,All Schools
2023 - 2024,Richmond City Public Schools,Chimborazo Elementary,SCH,High Poverty,4,8,1,2,Title I
2023 - 2024,Richmond City Public Schools,Dogwood Middle,SCH,High Poverty,0,7.1,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Dogwood Middle,SCH,High Poverty,0,7.1,0,2,Title I
2023 - 2024,Richmond City Public Schools,Elizabeth D. Redd Elementary,SCH,High Poverty,0,3.8,0,1,All Schools
2023 - 2024,Richmond City Public Schools,Elizabeth D. Redd Elementary,SCH,High Poverty,0,3.8,0,1,Title I
2023 - 2024,Richmond City Public Schools,Fairfield Court Elementary,SCH,High Poverty,4.5,22.7,1,5,All Schools
2023 - 2024,Richmond City Public Schools,Fairfield Court Elementary,SCH,High Poverty,4.5,22.7,1,5,Title I
2023 - 2024,Richmond City Public Schools,Frances W. McClenney Elementary,SCH,High Poverty,0,14.3,0,3,All Schools
2023 - 2024,Richmond City Public Schools,Frances W. McClenney Elementary,SCH,High Poverty,0,14.3,0,3,Title I
2023 - 2024,Richmond City Public Schools,Franklin Military Academy,SCH,High Poverty,0,12.5,0,5,All Schools
2023 - 2024,Richmond City Public Schools,Franklin Military Academy,SCH,High Poverty,0,12.5,0,5,Title I
2023 - 2024,Richmond City Public Schools,G.H. Reid Elementary,SCH,High Poverty,0,26.3,0,10,All Schools
2023 - 2024,Richmond City Public Schools,G.H. Reid Elementary,SCH,High Poverty,0,26.3,0,10,Title I
2023 - 2024,Richmond City Public Schools,George W. Carver Elementary,SCH,High Poverty,0,17.4,0,4,All Schools
2023 - 2024,Richmond City Public Schools,George W. Carver Elementary,SCH,High Poverty,0,17.4,0,4,Title I
2023 - 2024,Richmond City Public Schools,Henry Marsh III Elementary,SCH,High Poverty,0,17.6,0,6,All Schools
2023 - 2024,Richmond City Public Schools,Henry Marsh III Elementary,SCH,High Poverty,0,17.6,0,6,Title I
2023 - 2024,Richmond City Public Schools,Huguenot High,SCH,High Poverty,3.2,17.2,3,16,All Schools
2023 - 2024,Richmond City Public Schools,Huguenot High,SCH,High Poverty,3.2,17.2,3,16,Title I
2023 - 2024,Richmond City Public Schools,J.B. Fisher Elementary,SCH,High Poverty,0,5,0,1,All Schools
2023 - 2024,Richmond City Public Schools,J.B. Fisher Elementary,SCH,High Poverty,0,5,0,1,Title I
2023 - 2024,Richmond City Public Schools,J.L. Francis Elementary,SCH,High Poverty,0,9.4,0,3,All Schools
2023 - 2024,Richmond City Public Schools,J.L. Francis Elementary,SCH,High Poverty,0,9.4,0,3,Title I
2023 - 2024,Richmond City Public Schools,John Marshall High,SCH,High Poverty,0,9.5,0,4,All Schools
2023 - 2024,Richmond City Public Schools,John Marshall High,SCH,High Poverty,0,9.5,0,4,Title I
2023 - 2024,Richmond City Public Schools,Linwood Holton Elementary,SCH,High Poverty,0,9.1,0,3,All Schools
2023 - 2024,Richmond City Public Schools,Linwood Holton Elementary,SCH,High Poverty,0,9.1,0,3,Non-Title I
2023 - 2024,Richmond City Public Schools,Lois Harrison-Jones Elementary,SCH,High Poverty,0,10,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Lois Harrison-Jones Elementary,SCH,High Poverty,0,10,0,2,Title I
2023 - 2024,Richmond City Public Schools,Lucille M. Brown Middle,SCH,High Poverty,5.8,28.8,3,15,All Schools
2023 - 2024,Richmond City Public Schools,Lucille M. Brown Middle,SCH,High Poverty,5.8,28.8,3,15,Title I
2023 - 2024,Richmond City Public Schools,Martin Luther King Jr. Middle ,SCH,High Poverty,0,27.3,0,12,All Schools
2023 - 2024,Richmond City Public Schools,Martin Luther King Jr. Middle ,SCH,High Poverty,0,27.3,0,12,Title I
2023 - 2024,Richmond City Public Schools,Mary Munford Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Richmond City Public Schools,Mary Munford Elementary,SCH,High Poverty,0,0,0,0,Non-Title I
2023 - 2024,Richmond City Public Schools,Miles Jones Elementary,SCH,High Poverty,3.4,20.7,1,6,All Schools
2023 - 2024,Richmond City Public Schools,Miles Jones Elementary,SCH,High Poverty,3.4,20.7,1,6,Title I
2023 - 2024,Richmond City Public Schools,Oak Grove/Bellemeade Elementary,SCH,High Poverty,2.4,17.1,1,7,All Schools
2023 - 2024,Richmond City Public Schools,Oak Grove/Bellemeade Elementary,SCH,High Poverty,2.4,17.1,1,7,Title I
2023 - 2024,Richmond City Public Schools,Open High,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Richmond City Public Schools,Open High,SCH,High Poverty,0,0,0,0,Non-Title I
2023 - 2024,Richmond City Public Schools,Overby-Sheppard Elementary,SCH,High Poverty,4.2,16.7,1,4,All Schools
2023 - 2024,Richmond City Public Schools,Overby-Sheppard Elementary,SCH,High Poverty,4.2,16.7,1,4,Title I
2023 - 2024,Richmond City Public Schools,Patrick Henry School Of Science And Arts,SCH,High Poverty,0,9.1,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Patrick Henry School Of Science And Arts,SCH,High Poverty,0,9.1,0,2,Title I
2023 - 2024,Richmond City Public Schools,Richmond Community High,SCH,High Poverty,0,4.5,0,1,All Schools
2023 - 2024,Richmond City Public Schools,Richmond Community High,SCH,High Poverty,0,4.5,0,1,Non-Title I
2023 - 2024,Richmond City Public Schools,Richmond High School for the Arts,SCH,High Poverty,3.5,25.9,3,22,All Schools
2023 - 2024,Richmond City Public Schools,Richmond High School for the Arts,SCH,High Poverty,3.5,25.9,3,22,Title I
2023 - 2024,Richmond City Public Schools,River City Middle,SCH,High Poverty,3.4,23.6,3,21,All Schools
2023 - 2024,Richmond City Public Schools,River City Middle,SCH,High Poverty,3.4,23.6,3,21,Title I
2023 - 2024,Richmond City Public Schools,Southampton Elementary,SCH,High Poverty,0,6.5,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Southampton Elementary,SCH,High Poverty,0,6.5,0,2,Title I
2023 - 2024,Richmond City Public Schools,Swansboro Elementary,SCH,High Poverty,0,27.8,0,5,All Schools
2023 - 2024,Richmond City Public Schools,Swansboro Elementary,SCH,High Poverty,0,27.8,0,5,Title I
2023 - 2024,Richmond City Public Schools,Thomas C. Boushall Middle,SCH,High Poverty,1.9,26.4,1,14,All Schools
2023 - 2024,Richmond City Public Schools,Thomas C. Boushall Middle,SCH,High Poverty,1.9,26.4,1,14,Title I
2023 - 2024,Richmond City Public Schools,Thomas H. Henderson Middle,SCH,High Poverty,7.3,24.4,3,10,All Schools
2023 - 2024,Richmond City Public Schools,Thomas H. Henderson Middle,SCH,High Poverty,7.3,24.4,3,10,Title I
2023 - 2024,Richmond City Public Schools,Thomas Jefferson High,SCH,High Poverty,0,19.6,0,10,All Schools
2023 - 2024,Richmond City Public Schools,Thomas Jefferson High,SCH,High Poverty,0,19.6,0,10,Title I
2023 - 2024,Richmond City Public Schools,Westover Hills Elementary,SCH,High Poverty,0,7.1,0,2,All Schools
2023 - 2024,Richmond City Public Schools,Westover Hills Elementary,SCH,High Poverty,0,7.1,0,2,Title I
2023 - 2024,Richmond City Public Schools,William Fox Elementary,SCH,High Poverty,0,7.7,0,2,All Schools
2023 - 2024,Richmond City Public Schools,William Fox Elementary,SCH,High Poverty,0,7.7,0,2,Title I
2023 - 2024,Richmond City Public Schools,Woodville Elementary,SCH,High Poverty,0,20.8,0,5,All Schools
2023 - 2024,Richmond City Public Schools,Woodville Elementary,SCH,High Poverty,0,20.8,0,5,Title I
2023 - 2024,Richmond County Public Schools,Rappahannock High,SCH,Medium Poverty,4.7,14,2,6,All Schools
2023 - 2024,Richmond County Public Schools,Rappahannock High,SCH,Medium Poverty,4.7,14,2,6,Non-Title I
2023 - 2024,Richmond County Public Schools,Richmond County Elementary,SCH,Medium Poverty,3,7.6,2,5,All Schools
2023 - 2024,Richmond County Public Schools,Richmond County Elementary,SCH,Medium Poverty,3,7.6,2,5,Title I
2023 - 2024,Roanoke City Public Schools,Addison Aerospace Magnet Middle,SCH,High Poverty,4.1,28.6,2,14,All Schools
2023 - 2024,Roanoke City Public Schools,Addison Aerospace Magnet Middle,SCH,High Poverty,4.1,28.6,2,14,Title I
2023 - 2024,Roanoke City Public Schools,Breckinridge Middle,SCH,High Poverty,3.9,15.7,2,8,All Schools
2023 - 2024,Roanoke City Public Schools,Breckinridge Middle,SCH,High Poverty,3.9,15.7,2,8,Title I
2023 - 2024,Roanoke City Public Schools,Crystal Spring Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Roanoke City Public Schools,Crystal Spring Elementary,SCH,High Poverty,0,0,0,0,Non-Title I
2023 - 2024,Roanoke City Public Schools,Fairview Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Roanoke City Public Schools,Fairview Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Roanoke City Public Schools,Fallon Park Elementary,SCH,High Poverty,2,5.9,1,3,All Schools
2023 - 2024,Roanoke City Public Schools,Fallon Park Elementary,SCH,High Poverty,2,5.9,1,3,Title I
2023 - 2024,Roanoke City Public Schools,Fishburn Park Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Roanoke City Public Schools,Fishburn Park Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Roanoke City Public Schools,Garden City Elementary,SCH,High Poverty,0,6.3,0,2,All Schools
2023 - 2024,Roanoke City Public Schools,Garden City Elementary,SCH,High Poverty,0,6.3,0,2,Title I
2023 - 2024,Roanoke City Public Schools,Grandin Court Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Roanoke City Public Schools,Grandin Court Elementary,SCH,High Poverty,0,0,0,0,Non-Title I
2023 - 2024,Roanoke City Public Schools,Highland Park Elementary,SCH,High Poverty,0,2.9,0,1,All Schools
2023 - 2024,Roanoke City Public Schools,Highland Park Elementary,SCH,High Poverty,0,2.9,0,1,Title I
2023 - 2024,Roanoke City Public Schools,Hurt Park Elementary,SCH,High Poverty,2.6,10.5,1,4,All Schools
2023 - 2024,Roanoke City Public Schools,Hurt Park Elementary,SCH,High Poverty,2.6,10.5,1,4,Title I
2023 - 2024,Roanoke City Public Schools,James Madison Middle,SCH,High Poverty,0,11.4,0,5,All Schools
2023 - 2024,Roanoke City Public Schools,James Madison Middle,SCH,High Poverty,0,11.4,0,5,Non-Title I
2023 - 2024,Roanoke City Public Schools,John P. Fishwick Middle,SCH,High Poverty,2.2,6.7,1,3,All Schools
2023 - 2024,Roanoke City Public Schools,John P. Fishwick Middle,SCH,High Poverty,2.2,6.7,1,3,Title I
2023 - 2024,Roanoke City Public Schools,Lincoln Terrace Elementary,SCH,High Poverty,0,12.9,0,4,All Schools
2023 - 2024,Roanoke City Public Schools,Lincoln Terrace Elementary,SCH,High Poverty,0,12.9,0,4,Title I
2023 - 2024,Roanoke City Public Schools,Monterey Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Roanoke City Public Schools,Monterey Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Roanoke City Public Schools,Morningside Elementary,SCH,High Poverty,0,6.9,0,2,All Schools
2023 - 2024,Roanoke City Public Schools,Morningside Elementary,SCH,High Poverty,0,6.9,0,2,Title I
2023 - 2024,Roanoke City Public Schools,Patrick Henry High,SCH,High Poverty,4.7,10.1,7,15,All Schools
2023 - 2024,Roanoke City Public Schools,Patrick Henry High,SCH,High Poverty,4.7,10.1,7,15,Non-Title I
2023 - 2024,Roanoke City Public Schools,Preston Park Elementary,SCH,High Poverty,0,7,0,3,All Schools
2023 - 2024,Roanoke City Public Schools,Preston Park Elementary,SCH,High Poverty,0,7,0,3,Title I
2023 - 2024,Roanoke City Public Schools,Roanoke Academy For Mathematics & Science Elementary,SCH,High Poverty,0,2.2,0,1,All Schools
2023 - 2024,Roanoke City Public Schools,Roanoke Academy For Mathematics & Science Elementary,SCH,High Poverty,0,2.2,0,1,Title I
2023 - 2024,Roanoke City Public Schools,Round Hill Elementary,SCH,High Poverty,0,3.8,0,2,All Schools
2023 - 2024,Roanoke City Public Schools,Round Hill Elementary,SCH,High Poverty,0,3.8,0,2,Title I
2023 - 2024,Roanoke City Public Schools,Virginia Heights Elementary,SCH,High Poverty,0,3.7,0,1,All Schools
2023 - 2024,Roanoke City Public Schools,Virginia Heights Elementary,SCH,High Poverty,0,3.7,0,1,Title I
2023 - 2024,Roanoke City Public Schools,Wasena Elementary,SCH,High Poverty,0,4,0,1,All Schools
2023 - 2024,Roanoke City Public Schools,Wasena Elementary,SCH,High Poverty,0,4,0,1,Title I
2023 - 2024,Roanoke City Public Schools,Westside Elementary,SCH,High Poverty,2,13.7,1,7,All Schools
2023 - 2024,Roanoke City Public Schools,Westside Elementary,SCH,High Poverty,2,13.7,1,7,Title I
2023 - 2024,Roanoke City Public Schools,William Fleming High,SCH,High Poverty,1.5,10.9,2,15,All Schools
2023 - 2024,Roanoke City Public Schools,William Fleming High,SCH,High Poverty,1.5,10.9,2,15,Title I
2023 - 2024,Roanoke City Public Schools,Woodrow Wilson Middle,SCH,High Poverty,7.3,12.7,4,7,All Schools
2023 - 2024,Roanoke City Public Schools,Woodrow Wilson Middle,SCH,High Poverty,7.3,12.7,4,7,Non-Title I
2023 - 2024,Roanoke County Public Schools,Back Creek Elementary,SCH,Low Poverty,0,4.8,0,1,All Schools
2023 - 2024,Roanoke County Public Schools,Back Creek Elementary,SCH,Low Poverty,0,4.8,0,1,Non-Title I
2023 - 2024,Roanoke County Public Schools,Bonsack Elementary,SCH,Low Poverty,3.6,3.6,1,1,All Schools
2023 - 2024,Roanoke County Public Schools,Bonsack Elementary,SCH,Low Poverty,3.6,3.6,1,1,Non-Title I
2023 - 2024,Roanoke County Public Schools,Burlington Elementary,SCH,High Poverty,7.9,13.2,3,5,All Schools
2023 - 2024,Roanoke County Public Schools,Burlington Elementary,SCH,High Poverty,7.9,13.2,3,5,Title I
2023 - 2024,Roanoke County Public Schools,Cave Spring Elementary,SCH,Low Poverty,5.7,5.7,2,2,All Schools
2023 - 2024,Roanoke County Public Schools,Cave Spring Elementary,SCH,Low Poverty,5.7,5.7,2,2,Non-Title I
2023 - 2024,Roanoke County Public Schools,Cave Spring High,SCH,Low Poverty,7.8,13,6,10,All Schools
2023 - 2024,Roanoke County Public Schools,Cave Spring High,SCH,Low Poverty,7.8,13,6,10,Non-Title I
2023 - 2024,Roanoke County Public Schools,Cave Spring Middle,SCH,Low Poverty,3,9,2,6,All Schools
2023 - 2024,Roanoke County Public Schools,Cave Spring Middle,SCH,Low Poverty,3,9,2,6,Non-Title I
